Price,Carats,Color,Clarity,Cut
2117,0.75,F,SI2,Very Good
2117,0.7,F,SI2,Very Good
2117,0.8,F,SI2,Very Good
2118,0.73,G,SI1,Excellent
2118,0.73,I,VS1,Very Good
2118,0.73,I,VS1,Very Good
2118,0.72,G,SI2,Ideal
2118,0.5,E,VVS2,Very Good
2118,0.71,G,SI1,Excellent
2118,0.71,G,SI1,Excellent
2118,0.71,G,SI1,Excellent
2118,0.71,I,VS1,Excellent
2118,0.71,I,VS1,Excellent
2118,0.71,I,VS1,Very Good
2118,0.71,F,SI2,Excellent
2119,0.53,E,VVS2,Very Good
2119,0.53,E,VVS2,Excellent
2119,0.53,E,VVS2,Excellent
2119,0.53,E,VVS2,Excellent
2119,0.53,E,VVS2,Very Good
2119,0.71,F,SI1,Excellent
2119,0.71,F,SI1,Very Good
2119,0.71,F,SI1,Very Good
2156,0.51,F,VVS1,Excellent
2156,0.5,E,VVS1,Very Good
2156,0.73,H,VS2,Very Good
2156,0.5,D,VVS2,Excellent
2156,0.5,D,VVS2,Excellent
2156,0.5,D,VVS2,Very Good
2156,0.5,D,VVS2,Excellent
2156,0.5,D,VVS2,Very Good
2156,0.55,F,VS2,Excellent
2156,0.5,F,IF,Very Good
2156,0.5,E,VVS1,Excellent
2156,0.7,G,VS2,Very Good
2156,0.6,G,VS1,Excellent
2157,0.52,G,IF,Excellent
2157,0.71,F,SI1,Very Good
2157,0.71,F,SI1,Good
2157,0.73,F,SI2,Excellent
2157,0.72,D,SI2,Very Good
2157,0.6,E,VS1,Excellent
2158,0.62,F,VS1,Excellent
2158,0.8,J,VS1,Excellent
2158,0.73,E,SI1,Very Good
2159,0.54,E,VVS2,Excellent
2159,0.54,F,VVS1,Excellent
2159,0.54,E,VVS2,Excellent
2197,0.72,F,SI1,Excellent
2197,0.9,K,SI1,Excellent
2198,0.5,F,VVS1,Excellent
2199,0.58,F,VS1,Ideal
2199,0.58,F,VS1,Excellent
2199,0.51,D,VVS2,Excellent
2199,0.51,D,VVS2,Very Good
2199,0.55,E,VVS2,Excellent
2199,0.51,D,VVS2,Very Good
2199,0.51,E,VVS1,Excellent
2199,0.51,D,VVS2,Very Good
2199,0.5,E,VVS2,Excellent
2199,0.51,F,IF,Excellent
2199,0.6,E,VS2,Excellent
2199,0.53,E,VVS2,Excellent
2200,0.53,E,IF,Excellent
2200,0.81,I,SI1,Excellent
2200,0.7,I,VS1,Excellent
2200,0.73,F,SI2,Excellent
2200,0.6,G,VVS2,Ideal
2200,0.74,H,VS2,Very Good
2201,0.58,E,VVS1,Very Good
2201,0.7,E,SI2,Very Good
2201,0.6,E,VS1,Excellent
2202,0.71,D,SI1,Very Good
2232,0.91,K,VS1,Very Good
2232,0.55,F,VVS2,Excellent
2233,0.71,E,SI2,Excellent
2233,0.71,E,SI2,Excellent
2233,0.7,G,VS2,Very Good
2233,0.77,G,SI2,Very Good
2233,0.7,E,SI1,Excellent
2233,0.73,F,SI1,Very Good
2234,0.7,I,VS1,Excellent
2234,0.7,G,SI1,Ideal
2234,0.71,E,SI1,Very Good
2234,0.71,E,SI1,Excellent
2234,0.7,G,SI1,Excellent
2234,0.7,I,VS1,Excellent
2234,0.52,F,VVS1,Very Good
2234,0.52,F,VVS1,Very Good
2234,0.77,E,SI2,Ideal
2234,0.7,H,VS2,Very Good
2234,0.7,E,VS2,Good
2234,0.7,F,SI1,Excellent
2234,0.7,H,VS2,Very Good
2234,0.7,F,SI1,Very Good
2234,0.7,G,SI1,Very Good
2235,0.57,F,VVS1,Excellent
2236,0.75,F,SI1,Very Good
2272,0.54,E,VVS2,Excellent
2272,0.81,I,VS2,Very Good
2272,0.54,F,VVS1,Excellent
2272,0.81,H,SI1,Very Good
2273,0.64,H,VVS2,Ideal
2273,0.7,H,VVS2,Very Good
2273,0.72,F,SI1,Very Good
2273,0.7,D,SI2,Excellent
2273,0.72,F,SI1,Excellent
2273,0.61,D,VS1,Very Good
2274,0.77,I,VS1,Very Good
2274,0.8,H,SI1,Very Good
2274,0.51,F,VVS1,Ideal
2274,0.71,E,SI1,Excellent
2274,0.71,E,SI1,Very Good
2274,0.72,E,SI2,Excellent
2275,0.73,I,VS1,Excellent
2275,0.52,E,VVS1,Excellent
2276,0.83,F,SI2,Very Good
2276,0.71,H,VS2,Excellent
2276,0.81,J,VS1,Excellent
2276,0.7,F,SI1,Very Good
2276,0.78,I,VS2,Very Good
2277,0.9,J,SI2,Very Good
2277,0.72,E,SI2,Very Good
2313,0.81,H,SI1,Very Good
2314,0.71,D,SI1,Very Good
2314,0.71,D,SI1,Very Good
2314,0.51,D,VVS2,Excellent
2314,0.51,F,IF,Excellent
2314,0.55,E,VVS2,Ideal
2314,0.55,F,VVS1,Excellent
2314,0.51,E,VVS1,Excellent
2314,0.55,F,VVS1,Excellent
2314,0.72,D,SI2,Very Good
2314,0.72,F,SI1,Good
2315,0.61,G,VVS1,Excellent
2315,0.5,E,VVS1,Very Good
2316,0.94,K,VS2,Very Good
2316,0.94,K,VS2,Excellent
2316,0.73,F,SI1,Excellent
2316,0.73,F,SI1,Very Good
2316,0.73,D,SI2,Very Good
2317,0.5,E,VVS1,Excellent
2317,0.5,D,VVS2,Very Good
2317,0.5,E,VVS1,Excellent
2317,0.72,H,VVS2,Very Good
2317,0.72,E,SI2,Excellent
2317,0.5,D,VVS2,Very Good
2317,0.5,D,VVS2,Excellent
2359,0.72,E,SI2,Excellent
2359,0.72,E,SI2,Excellent
2359,0.77,D,SI2,Very Good
2359,0.77,G,SI1,Very Good
2359,0.7,G,VS1,Excellent
2359,0.61,F,VVS2,Excellent
2359,0.7,H,VS1,Excellent
2359,0.74,E,SI2,Ideal
2360,0.52,D,VVS2,Excellent
2360,0.52,F,IF,Excellent
2361,0.73,G,VS2,Excellent
2361,0.8,H,SI2,Excellent
2361,0.8,H,SI2,Excellent
2361,0.81,I,VS2,Excellent
2362,0.71,G,VS2,Excellent
2362,0.8,I,VS2,Ideal
2362,0.72,F,SI1,Very Good
2362,0.62,D,VS1,Excellent
2362,0.74,H,VS2,Excellent
2363,0.54,E,VVS2,Excellent
2364,0.65,E,VS1,Excellent
2364,0.8,H,SI1,Excellent
2364,0.8,F,SI2,Excellent
2364,0.72,H,VS1,Ideal
2365,0.7,H,VS2,Very Good
2406,0.81,J,SI1,Excellent
2406,0.9,J,SI2,Very Good
2406,0.54,E,VVS2,Good
2407,0.63,G,VVS2,Ideal
2407,0.71,E,VS2,Very Good
2407,0.57,E,VVS2,Excellent
2407,0.71,G,VS1,Excellent
2407,0.91,J,SI1,Very Good
2408,0.53,G,IF,Excellent
2408,0.72,E,SI1,Very Good
2409,0.7,G,VS1,Very Good
2409,0.7,G,VS1,Excellent
2409,0.7,G,VS1,Excellent
2409,0.7,G,VS1,Excellent
2409,0.56,D,VVS2,Ideal
2409,0.56,E,VVS1,Excellent
2409,0.5,E,VVS1,Excellent
2409,0.71,D,SI2,Very Good
2409,0.6,H,IF,Excellent
2409,0.86,J,VS1,Excellent
2409,0.73,F,SI1,Very Good
2409,0.83,E,SI2,Very Good
2410,0.51,G,IF,Excellent
2410,0.51,G,IF,Excellent
2410,0.6,F,VVS2,Very Good
2458,0.7,E,VS1,Very Good
2458,0.7,E,VS1,Good
2458,0.7,E,SI1,Excellent
2458,0.73,G,SI1,Excellent
2458,0.93,K,VS2,Excellent
2459,0.79,E,SI2,Excellent
2459,0.56,F,IF,Excellent
2459,0.61,G,VVS1,Excellent
2459,0.61,G,VVS1,Excellent
2459,0.72,G,VS2,Excellent
2459,0.58,F,VVS1,Excellent
2460,0.58,G,IF,Excellent
2460,0.71,H,VVS2,Excellent
2460,0.71,I,IF,Good
2460,0.73,I,IF,Excellent
2460,0.71,E,SI1,Very Good
2461,0.7,F,VS2,Very Good
2461,0.7,G,VS2,Very Good
2462,0.72,E,SI1,Excellent
2462,0.78,F,SI1,Very Good
2462,0.78,F,SI1,Very Good
2463,0.7,D,SI1,Very Good
2464,0.67,H,VVS2,Excellent
2464,0.61,E,VVS2,Excellent
2464,0.61,E,VVS2,Ideal
2515,0.71,E,SI1,Very Good
2516,0.8,I,VS2,Excellent
2516,0.57,D,VVS2,Excellent
2516,0.57,E,VVS1,Excellent
2516,0.57,D,VVS2,Ideal
2516,0.72,E,SI2,Excellent
2516,0.7,H,VVS2,Excellent
2516,0.5,D,VVS1,Excellent
2517,0.9,J,VS1,Very Good
2517,0.52,D,VS1,Very Good
2517,0.72,G,VS2,Excellent
2518,0.7,E,SI1,Ideal
2518,0.7,E,SI1,Very Good
2518,0.7,E,SI1,Excellent
2518,0.7,E,SI1,Excellent
2518,0.7,G,VS1,Good
2519,0.71,F,SI1,Very Good
2519,0.71,D,SI1,Excellent
2520,0.9,I,SI2,Very Good
2520,0.9,I,SI2,Very Good
2520,0.7,F,VS2,Very Good
2520,0.72,E,VS2,Very Good
2520,0.72,I,VVS2,Excellent
2520,0.75,I,VVS2,Excellent
2520,0.9,J,SI1,Excellent
2575,0.8,H,VS2,Excellent
2576,0.78,G,SI1,Excellent
2576,0.79,E,SI2,Excellent
2576,0.8,E,SI2,Very Good
2576,0.75,H,VS2,Ideal
2577,0.71,E,SI1,Very Good
2577,0.71,E,SI1,Excellent
2577,0.71,E,SI1,Very Good
2577,0.71,F,SI2,Excellent
2579,0.74,F,SI1,Excellent
2579,0.74,F,SI1,Excellent
2579,0.7,F,VS2,Very Good
2579,0.7,F,VS2,Very Good
2580,0.7,E,VS2,Very Good
2580,0.8,G,SI1,Very Good
2580,0.62,G,VVS1,Ideal
2580,0.66,H,IF,Excellent
2580,0.74,D,SI1,Excellent
2580,0.71,E,SI1,Excellent
2581,0.77,D,SI2,Very Good
2581,0.8,G,SI1,Excellent
2581,0.51,G,IF,Excellent
2582,0.75,G,VS2,Very Good
2583,0.91,H,SI2,Good
2583,0.72,H,VS1,Very Good
2638,0.9,J,VS1,Good
2639,0.56,E,IF,Excellent
2639,0.7,G,VS1,Excellent
2639,0.71,I,IF,Ideal
2639,0.9,H,SI2,Very Good
2640,0.84,F,SI1,Very Good
2640,0.8,H,VS2,Excellent
2640,0.75,E,SI1,Very Good
2641,0.7,H,VVS2,Very Good
2641,0.58,E,VVS1,Excellent
2641,0.58,D,VVS2,Excellent
2642,0.7,E,VS2,Very Good
2642,0.7,E,VS2,Very Good
2642,0.6,F,VVS2,Excellent
2642,0.9,D,SI2,Good
2643,0.91,I,VS2,Very Good
2643,0.71,F,VS2,Excellent
2643,0.71,F,VS2,Excellent
2643,0.54,E,IF,Excellent
2644,0.78,G,VS1,Very Good
2645,0.7,E,VS1,Very Good
2645,0.75,D,SI1,Excellent
2645,0.75,D,SI1,Excellent
2645,0.6,G,VVS1,Excellent
2645,0.76,H,VS2,Excellent
2715,0.81,D,SI2,Very Good
2715,0.7,G,VVS2,Very Good
2715,0.74,I,VVS1,Excellent
2716,0.71,D,VS2,Very Good
2716,0.71,D,VS2,Excellent
2716,0.92,I,SI2,Excellent
2716,0.92,I,SI2,Very Good
2717,0.78,F,VS2,Very Good
2717,0.63,E,VVS2,Excellent
2717,0.72,F,VS2,Excellent
2717,0.57,E,IF,Excellent
2717,0.57,E,IF,Ideal
2718,0.83,G,SI1,Excellent
2718,0.82,I,VS2,Excellent
2718,0.58,D,VVS2,Very Good
2718,0.74,F,SI1,Excellent
2719,0.77,F,SI1,Excellent
2720,0.7,E,VS2,Very Good
2720,0.67,G,VVS1,Excellent
2720,0.86,E,SI2,Very Good
2720,0.86,E,SI2,Excellent
2720,0.94,K,VS1,Excellent
2721,0.63,E,VVS2,Ideal
2721,0.51,D,VVS1,Excellent
2721,0.74,H,VS1,Excellent
2790,0.86,J,VVS2,Excellent
2791,0.61,E,VVS2,Very Good
2791,0.61,E,VVS2,Excellent
2791,0.7,E,VS2,Ideal
2792,0.6,E,VVS1,Ideal
2792,0.72,F,VS2,Excellent
2792,0.71,G,VVS1,Excellent
2792,0.7,E,VS2,Very Good
2793,0.91,H,SI2,Very Good
2793,0.77,H,VS2,Excellent
2796,0.78,E,SI1,Very Good
2796,0.73,D,SI1,Very Good
2796,0.91,F,SI2,Very Good
2796,0.9,I,SI2,Good
2796,0.7,F,VS2,Very Good
2797,1.02,K,SI2,Very Good
2797,0.65,H,IF,Excellent
2797,0.9,G,SI1,Good
2797,0.72,E,VS2,Excellent
2798,0.73,D,SI1,Excellent
2798,0.62,E,VVS2,Excellent
2800,1.01,K,SI1,Very Good
2800,0.78,F,VS2,Excellent
2800,0.7,F,VVS2,Very Good
2801,0.74,F,VS1,Very Good
2869,0.8,G,VS2,Very Good
2870,1.01,K,VS2,Very Good
2870,0.72,E,VS2,Excellent
2870,0.72,E,VS2,Excellent
2871,0.8,H,VS2,Excellent
2871,0.9,J,VS2,Very Good
2871,0.7,G,VVS1,Very Good
2871,0.58,F,IF,Excellent
2872,1,K,SI2,Excellent
2873,0.72,H,VVS1,Very Good
2873,0.9,I,SI2,Very Good
2873,0.94,J,SI1,Very Good
2873,0.91,J,VS1,Very Good
2873,0.85,J,VVS1,Excellent
2874,0.91,H,SI1,Good
2874,0.7,H,VVS2,Excellent
2875,0.93,J,SI2,Excellent
2875,0.75,F,SI1,Ideal
2875,0.7,F,VS1,Excellent
2876,0.71,E,VS2,Excellent
2877,0.71,D,VS2,Excellent
2877,0.9,G,SI2,Good
2877,0.81,I,VVS2,Excellent
2878,0.8,F,SI1,Very Good
2878,0.9,E,SI2,Good
2948,0.94,I,SI2,Excellent
2948,0.84,D,SI1,Very Good
2948,0.9,J,VS2,Very Good
2949,0.73,D,VS2,Very Good
2949,0.6,E,VVS2,Ideal
2949,0.7,E,VS1,Very Good
2951,1.04,K,SI2,Excellent
2951,0.77,I,VVS1,Excellent
2951,0.58,E,VVS1,Ideal
2951,0.62,F,IF,Excellent
2952,0.96,H,SI2,Good
2952,1.04,J,SI2,Good
2952,0.9,I,SI1,Very Good
2952,0.72,E,VS2,Ideal
2953,0.76,E,VS2,Very Good
2953,0.74,E,VS2,Excellent
2953,0.9,H,SI2,Very Good
2953,0.7,D,VS1,Very Good
2954,0.9,F,SI2,Good
2955,0.9,G,SI2,Very Good
2955,0.78,G,VS2,Very Good
2955,0.9,I,VS2,Very Good
2956,0.61,D,VVS2,Ideal
2956,0.7,E,VS1,Very Good
2956,1,I,SI2,Good
2994,0.81,G,VS2,Very Good
2994,0.96,I,SI2,Very Good
2995,1.09,K,SI2,Excellent
2995,0.83,I,VVS2,Ideal
2995,0.99,J,SI1,Good
2995,0.71,D,VS1,Excellent
2995,0.71,D,VS1,Very Good
2996,0.7,E,VS1,Excellent
2997,1.01,J,SI2,Very Good
2997,1.01,K,SI2,Excellent
2998,0.7,G,VVS1,Excellent
3000,0.67,E,VVS1,Excellent
3000,1.01,K,SI2,Very Good
3001,1.08,K,SI2,Very Good
3001,0.91,F,SI2,Excellent
3002,0.7,F,VVS2,Excellent
3002,0.7,E,VS1,Very Good
3003,1.05,K,SI1,Excellent
3003,1.05,K,SI1,Very Good
3003,1.05,K,SI1,Very Good
3003,0.7,F,VS1,Excellent
3003,0.67,F,VVS1,Excellent
3005,1.01,K,SI1,Very Good
3005,1.01,K,SI1,Very Good
3005,0.72,D,VS2,Excellent
3005,0.96,H,SI2,Very Good
3006,0.94,E,SI2,Good
3006,0.64,E,IF,Excellent
3006,0.64,E,IF,Excellent
3006,0.7,E,VS1,Very Good
3006,1.01,K,VS2,Excellent
3006,0.72,F,VS1,Very Good
3007,0.71,E,VS2,Very Good
3007,0.71,G,VVS1,Excellent
3007,0.77,E,SI1,Very Good
3007,0.71,H,VVS1,Excellent
3007,0.9,H,SI2,Excellent
3007,0.81,H,VVS2,Very Good
3161,0.76,H,VVS1,Excellent
3161,0.57,E,VVS1,Excellent
3161,1,I,SI2,Excellent
3162,1.01,J,SI2,Very Good
3162,0.67,E,VVS1,Ideal
3162,0.67,E,VVS1,Excellent
3162,0.9,I,VS2,Excellent
3163,0.71,G,VVS2,Very Good
3164,0.9,H,SI2,Very Good
3164,0.9,H,SI2,Very Good
3164,0.65,D,VVS2,Excellent
3164,0.9,H,SI1,Very Good
3164,0.94,E,SI2,Very Good
3165,0.8,I,VVS2,Excellent
3165,0.72,D,VS2,Excellent
3165,0.91,E,SI2,Very Good
3165,0.73,H,VVS1,Excellent
3166,0.9,I,SI1,Excellent
3166,0.54,D,IF,Excellent
3167,0.81,E,SI1,Excellent
3167,0.71,G,VVS1,Excellent
3168,0.72,F,VVS2,Good
3168,0.75,D,VS2,Good
3168,0.9,K,VS2,Good
3168,0.8,F,SI1,Excellent
3161,0.76,H,VVS1,Excellent
3161,0.57,E,VVS1,Excellent
3161,1,I,SI2,Excellent
3162,1.01,J,SI2,Very Good
3162,0.67,E,VVS1,Ideal
3162,0.67,E,VVS1,Excellent
3162,0.9,I,VS2,Excellent
3163,0.71,G,VVS2,Very Good
3164,0.9,H,SI2,Very Good
3164,0.9,H,SI2,Very Good
3164,0.65,D,VVS2,Excellent
3164,0.9,H,SI1,Very Good
3164,0.94,E,SI2,Very Good
3165,0.8,I,VVS2,Excellent
3165,0.72,D,VS2,Excellent
3165,0.91,E,SI2,Very Good
3165,0.73,H,VVS1,Excellent
3166,0.9,I,SI1,Excellent
3166,0.54,D,IF,Excellent
3167,0.81,E,SI1,Excellent
3167,0.71,G,VVS1,Excellent
3168,0.72,F,VVS2,Good
3168,0.75,D,VS2,Good
3168,0.9,K,VS2,Good
3168,0.8,F,SI1,Excellent
3334,0.58,E,VVS1,Ideal
3335,0.71,E,VVS2,Ideal
3336,0.91,I,VS1,Very Good
3337,0.76,D,SI1,Excellent
3337,0.71,E,VVS2,Very Good
3337,0.74,H,VS1,Very Good
3337,0.7,E,VVS1,Very Good
3338,0.91,I,SI1,Excellent
3339,0.77,G,VVS2,Excellent
3339,0.71,E,SI1,Excellent
3339,0.71,F,VVS2,Very Good
3339,0.99,I,SI1,Very Good
3339,1.01,K,VS2,Very Good
3341,0.74,D,VS2,Excellent
3341,1,J,SI1,Good
3341,0.81,F,VS2,Excellent
3341,0.9,G,SI2,Very Good
3341,0.9,J,VVS1,Very Good
3341,0.9,G,SI2,Ideal
3342,0.78,F,VS1,Excellent
3342,0.54,D,IF,Very Good
3344,0.73,F,VVS2,Excellent
3344,0.92,I,VS2,Very Good
3344,0.92,I,VS2,Very Good
3344,0.7,G,IF,Very Good
3427,1.02,K,SI1,Very Good
3429,0.7,E,VVS2,Excellent
3430,0.77,D,VS2,Excellent
3431,0.72,F,VVS2,Ideal
3431,0.75,G,VVS2,Excellent
3431,0.75,G,VVS2,Excellent
3431,0.93,I,SI1,Very Good
3431,0.76,E,VS1,Excellent
3431,1,J,SI2,Very Good
3432,1.04,K,SI1,Very Good
3432,0.8,H,VVS1,Excellent
3433,1.06,J,SI1,Excellent
3433,0.73,F,VVS2,Excellent
3434,0.75,E,VS1,Very Good
3434,0.73,E,VS1,Excellent
3435,1.02,K,VS2,Excellent
3437,0.9,H,SI1,Very Good
3437,1.24,K,SI2,Very Good
3437,0.72,F,VVS1,Very Good
3437,0.72,F,VVS1,Ideal
3437,0.93,I,VS1,Very Good
3437,0.62,D,VVS1,Excellent
3438,0.9,H,SI1,Excellent
3440,1.01,J,SI2,Very Good
3440,1.01,J,SI2,Excellent
3519,0.9,I,VVS2,Good
3519,0.9,I,VVS2,Good
3520,0.8,E,VS2,Very Good
3521,0.9,E,SI2,Very Good
3521,1.04,J,SI1,Very Good
3522,0.92,E,SI1,Very Good
3523,0.66,E,IF,Excellent
3523,0.7,E,VVS2,Very Good
3523,1.01,H,SI2,Good
3524,0.91,H,SI1,Excellent
3524,0.92,F,SI2,Very Good
3524,0.83,H,VVS2,Ideal
3525,0.72,E,VVS2,Excellent
3525,0.72,G,IF,Excellent
3525,1.01,K,VS2,Ideal
3525,0.71,E,VVS2,Very Good
3527,0.55,D,IF,Excellent
3527,0.71,D,VS2,Excellent
3528,0.9,J,VVS1,Very Good
3528,0.9,H,SI1,Very Good
3528,0.9,H,SI1,Very Good
3529,0.91,H,SI1,Excellent
3529,0.92,G,SI2,Very Good
3529,0.9,H,SI1,Excellent
3529,0.9,E,SI2,Very Good
3600,0.64,E,VVS1,Ideal
3600,1.12,K,VS2,Excellent
3600,0.9,D,SI2,Excellent
3601,0.96,H,SI1,Very Good
3601,1.06,K,SI2,Excellent
3601,1.06,J,SI2,Very Good
3602,1.01,J,SI1,Very Good
3604,0.9,H,VS2,Excellent
3604,0.91,I,VS1,Very Good
3604,0.9,H,VS2,Good
3604,0.65,D,VVS1,Excellent
3604,0.9,H,VS1,Very Good
3604,0.9,H,VS1,Very Good
3604,0.9,H,VS1,Very Good
3604,0.9,H,VS2,Good
3604,0.9,H,VS2,Good
3604,0.9,H,VS2,Very Good
3604,0.9,H,VS2,Very Good
3604,0.9,H,VS2,Very Good
3604,1.17,J,SI2,Very Good
3604,0.9,F,SI1,Excellent
3604,0.9,J,IF,Very Good
3605,0.78,F,VS1,Excellent
3605,0.9,F,SI2,Very Good
3605,0.9,F,SI2,Excellent
3675,0.9,D,SI2,Good
3675,0.76,E,VS1,Ideal
3676,0.62,D,VVS1,Ideal
3676,0.62,D,VVS1,Excellent
3676,1.01,I,SI2,Very Good
3677,0.91,H,VS2,Very Good
3677,0.91,H,VS2,Very Good
3677,1.01,J,VS2,Very Good
3678,0.76,E,SI1,Very Good
3679,1,I,SI2,Good
3680,1.01,J,SI1,Very Good
3680,1.01,J,SI1,Ideal
3680,1,K,VS1,Excellent
3680,0.71,F,VVS1,Ideal
3680,1,G,SI2,Good
3681,1.17,J,SI2,Excellent
3681,1.02,J,SI2,Excellent
3681,1.03,I,SI2,Excellent
3682,0.74,F,VVS1,Excellent
3683,0.9,D,SI1,Good
3683,0.9,D,SI1,Very Good
3683,0.9,D,SI1,Very Good
3683,0.9,D,SI1,Very Good
3683,0.9,D,SI1,Very Good
3683,0.7,E,VVS2,Excellent
3751,1.04,K,VS2,Excellent
3752,1,J,VS2,Very Good
3752,0.9,I,VS1,Very Good
3752,1.23,K,VS2,Very Good
3752,0.9,E,SI2,Very Good
3752,0.9,E,SI2,Very Good
3752,0.9,E,SI2,Very Good
3752,0.9,E,SI2,Very Good
3752,0.9,E,SI2,Excellent
3752,1.03,J,SI1,Very Good
3753,0.9,G,SI1,Excellent
3754,0.7,E,IF,Excellent
3755,1.06,J,SI1,Ideal
3755,1,G,SI2,Excellent
3756,1.01,H,SI2,Very Good
3756,0.7,E,VVS1,Ideal
3756,0.7,D,VS1,Excellent
3756,1.04,J,SI2,Very Good
3757,1.01,K,VVS2,Very Good
3757,0.69,E,VVS1,Very Good
3757,0.73,F,VVS1,Excellent
3757,0.73,F,VVS1,Excellent
3757,0.73,F,VVS1,Ideal
3758,0.56,E,IF,Excellent
3758,1.01,H,SI2,Good
3827,1.01,G,SI2,Good
3827,1.01,J,SI1,Very Good
3828,0.91,F,SI1,Excellent
3828,0.59,D,IF,Very Good
3828,1,E,SI2,Very Good
3828,1,E,SI2,Good
3829,1.05,H,SI2,Very Good
3829,1.05,H,SI2,Very Good
3829,0.91,G,SI1,Very Good
3829,0.91,G,SI1,Very Good
3829,1.05,I,SI2,Excellent
3830,1.03,I,SI1,Very Good
3830,0.95,F,SI2,Excellent
3830,0.83,E,VS2,Excellent
3830,0.7,E,VVS2,Ideal
3830,0.9,G,SI1,Very Good
3831,1.08,J,SI2,Excellent
3832,0.91,H,SI1,Very Good
3832,1.01,H,SI1,Excellent
3832,1.01,H,SI1,Good
3833,1.01,I,SI2,Very Good
3833,1.01,I,SI2,Very Good
3833,1.01,I,SI2,Very Good
3833,1.01,I,SI2,Very Good
3833,1.01,I,SI1,Excellent
3903,1.01,I,SI2,Ideal
3903,1.01,I,SI2,Excellent
3903,1.01,I,SI2,Very Good
3903,0.91,H,VS1,Very Good
3903,1.03,G,SI2,Very Good
3903,1.03,J,VS1,Good
3904,0.91,H,VS2,Very Good
3904,0.91,F,VS2,Good
3904,0.83,E,VS1,Very Good
3905,1,I,SI1,Very Good
3905,0.9,I,VVS2,Very Good
3905,0.9,D,SI1,Very Good
3907,0.8,E,VS1,Very Good
3907,0.82,H,VVS1,Excellent
3907,1.18,J,SI2,Very Good
3907,1.2,J,SI2,Excellent
3908,0.74,E,VS1,Excellent
3909,1.12,K,VS2,Excellent
3909,1.03,J,SI1,Very Good
3909,1.03,J,SI1,Excellent
3909,1.03,J,SI1,Excellent
3909,1.03,J,SI1,Excellent
3909,1.03,J,SI1,Very Good
3909,1.03,J,SI1,Good
3909,1.03,I,SI2,Excellent
3975,1.09,H,SI2,Very Good
3975,1.09,H,SI2,Very Good
3975,1.09,H,SI2,Excellent
3975,0.9,G,VS2,Very Good
3975,0.91,H,VS1,Very Good
3975,0.91,H,VS2,Very Good
3975,0.91,H,VS2,Very Good
3976,1.02,E,SI2,Very Good
3976,0.9,H,VS2,Very Good
3976,1.01,H,SI2,Very Good
3977,1.37,K,SI2,Excellent
3977,1.01,K,VS1,Very Good
3978,0.76,E,VVS2,Very Good
3979,0.95,F,SI1,Very Good
3980,0.9,G,SI1,Excellent
3980,1.03,J,SI1,Excellent
3980,1.03,J,SI1,Excellent
3980,1.03,I,SI2,Very Good
3980,0.8,H,VVS1,Very Good
3980,0.84,G,VVS2,Excellent
3980,0.74,E,VVS1,Excellent
3981,0.9,G,VS2,Very Good
3981,0.94,I,VVS2,Very Good
3981,1.16,J,VS2,Very Good
3981,1.03,J,SI1,Excellent
3993,1.01,H,SI2,Very Good
3994,0.91,I,VVS2,Excellent
3994,1.23,K,VS2,Very Good
3995,1.01,I,SI1,Very Good
3995,0.7,E,VVS1,Excellent
3995,0.91,F,SI2,Excellent
3996,1.06,J,VS1,Very Good
3997,1.05,G,SI2,Excellent
3997,1.03,I,SI2,Excellent
3997,0.95,G,SI1,Very Good
3997,1.03,F,SI2,Very Good
3998,1.21,K,SI1,Very Good
3998,0.7,D,VVS2,Excellent
3998,0.7,D,VVS2,Excellent
3998,1.02,I,SI2,Excellent
3999,1.04,I,SI2,Very Good
4000,1.01,F,SI2,Very Good
4000,1.01,J,VS2,Very Good
4000,1.01,K,VS1,Excellent
4000,1.01,J,VS2,Excellent
4000,1.01,J,VS2,Very Good
4000,1.01,K,VVS2,Very Good
4000,1.01,J,VS2,Excellent
4000,1.01,I,SI1,Very Good
4001,0.72,E,VVS1,Excellent
4001,1.09,J,SI1,Very Good
4001,1.17,K,SI1,Excellent
4001,1.05,I,SI2,Very Good
4002,1.04,G,SI2,Excellent
4002,0.96,E,SI2,Very Good
4002,1.13,I,SI2,Very Good
4003,1.09,K,VVS2,Very Good
4003,1.11,J,SI1,Excellent
4003,0.8,H,IF,Excellent
4003,0.8,G,VVS1,Ideal
4004,1,I,SI1,Good
4004,1,I,SI1,Excellent
4004,1,I,SI1,Good
4004,1,I,SI1,Excellent
4004,1,I,SI1,Good
4006,0.91,E,SI1,Very Good
4007,0.97,H,SI1,Excellent
4007,1.01,I,SI2,Very Good
4007,1.01,I,SI2,Very Good
4007,1.01,I,SI2,Very Good
4007,1.01,J,SI1,Ideal
4007,1.01,I,SI2,Very Good
4007,1.01,I,SI2,Very Good
4008,0.92,F,SI1,Excellent
4067,0.9,E,SI1,Very Good
4067,1.03,I,SI1,Excellent
4067,1.02,G,SI2,Excellent
4068,1.01,H,SI2,Excellent
4069,1.21,I,SI2,Very Good
4070,1,H,SI2,Very Good
4071,1.01,I,SI1,Excellent
4072,1.01,H,SI2,Excellent
4072,1.01,I,SI1,Very Good
4072,1.01,I,SI1,Very Good
4072,1.01,G,SI2,Very Good
4072,1.01,K,VS1,Excellent
4073,0.91,H,VS1,Very Good
4073,0.91,G,SI1,Excellent
4074,1.2,K,VS2,Very Good
4074,1.03,H,SI1,Very Good
